"X","country","village","long","lat","n","y"
7002,"MOZAMBIQUE","MUANZA",34.790552,-18.903435,39,0
7003,"MOZAMBIQUE","BEIAPEIA",34.565018,-20.803352,39,0
7004,"MOZAMBIQUE","METOLOLA",35.707616,-16.602091,40,0
7005,"MOZAMBIQUE","MANEIA",37.600393,-16.066856,40,3
7006,"MOZAMBIQUE","GILE",38.366691,-16.144976,40,0
7007,"MOZAMBIQUE","UAPE",38.100002,-16.133334,40,0
7008,"MOZAMBIQUE","MATUALI",37.033943,-14.950544,40,0
7009,"MOZAMBIQUE","NANHOMA",40.291833,-13.188524,40,0
7010,"MOZAMBIQUE","CHAI",40.10752,-11.931118,40,0
7011,"MOZAMBIQUE","SUBWE",34.429818,-18.140852,40,0
7012,"MOZAMBIQUE","CAMO CAMO",34.461642,-22.824216,40,0
7013,"MOZAMBIQUE","MUSSONGAZ",33.97152,-17.708685,40,0
7014,"MOZAMBIQUE","MORUMBALA",35.067091,-17.335224,41,1
7015,"MOZAMBIQUE","LUGELA",36.83272,-16.415544,41,0
7016,"MOZAMBIQUE","TUPILA",40.36669,-15.233393,41,0
7017,"MOZAMBIQUE","L?RIO",40.499475,-13.535243,41,0
7018,"MOZAMBIQUE","DOA",34.71467,-16.643859,41,0
7019,"MOZAMBIQUE","RETETE",38.435535,-13.390359,42,0
7020,"MOZAMBIQUE","CHIVANO",34.260599,-15.218539,42,1
7021,"MOZAMBIQUE","LUGENDA",38.67094,-12.458694,42,0
7022,"MOZAMBIQUE","INHAGUA",35.815518,-17.901886,42,0
7023,"MOZAMBIQUE","MUANDIUA",35.718758,-17.09649,43,1
7024,"MOZAMBIQUE","NAMETIL",39.327539,-15.722094,43,0
7025,"MOZAMBIQUE","MALIMBE",39.535243,-11.566087,43,0
7026,"MOZAMBIQUE","NANGODE",39.670025,-11.067418,43,0
7027,"MOZAMBIQUE","MAPINHANE",34.707109,-22.457026,44,0
7028,"MOZAMBIQUE","MUSSA",37.851604,-15.917163,45,0
7029,"MOZAMBIQUE","MANALA",38.620258,-15.958691,45,0
7030,"MOZAMBIQUE","MOPEIA",35.690359,-17.97522,45,1
7031,"MOZAMBIQUE","MORIRE",35.452581,-16.770885,45,1
7032,"MOZAMBIQUE","MUIRITE",39.210287,-12.070085,45,2
7033,"MOZAMBIQUE","TEPELA",35.532764,-13.782645,45,0
7034,"MOZAMBIQUE","MOPONDE",34.951874,-12.620385,45,0
7035,"MOZAMBIQUE","PANGONE",34.118541,-19.771901,45,0
7036,"MOZAMBIQUE","SUSSUNDEN",33.458094,-19.407098,45,0
7037,"MOZAMBIQUE","COROMANA",36.018542,-15.775204,46,7
7038,"MOZAMBIQUE","MUOHENA",33.792024,-15.685209,46,0
7039,"MOZAMBIQUE","MAPY",35.173761,-13.103591,46,0
7040,"MOZAMBIQUE","NUTUNE",34.975318,-20.340854,46,0
7041,"MOZAMBIQUE","ALTO LIGO",38.251019,-15.511491,48,0
7042,"MOZAMBIQUE","MORRUPULA",38.68342,-15.466687,48,0
7043,"MOZAMBIQUE","CALIPO",39.000101,-15.654943,48,0
7044,"MOZAMBIQUE","MAPICHIM",35.851702,-13.756854,48,0
7045,"MOZAMBIQUE","MANGUDO",34.318538,-17.203555,48,0
7046,"MOZAMBIQUE","MATONGUA",34.151869,-20.66585,48,0
7047,"MOZAMBIQUE","DOMBE",33.395207,-19.965535,48,0
7048,"MOZAMBIQUE","MARELA",38.858691,-15.894316,49,0
7049,"MOZAMBIQUE","L?RIO",40.503591,-13.035094,49,0
7050,"MOZAMBIQUE","NAMPULA V",39.262494,-15.123762,49,0
7051,"MOZAMBIQUE","PINDA",35.375414,-17.368591,50,0
7052,"MOZAMBIQUE","ALUAO",39.950061,-13.988757,50,0
7053,"MOZAMBIQUE","METUGE",40.388691,-12.985424,50,2
7054,"MOZAMBIQUE","MUCOJO",40.427202,-12.067354,50,2
7055,"MOZAMBIQUE","NAIROTO",39.00069,-12.555185,50,3
7056,"MOZAMBIQUE","ANCUABE",39.838869,-12.987192,50,2
7057,"MOZAMBIQUE","NAUINE",38.820243,-12.972376,50,3
7058,"MOZAMBIQUE","CHANGARA",33.285205,-16.83519,50,0
7059,"MOZAMBIQUE","MAVUDZIS",33.473353,-15.803935,50,0
7060,"MOZAMBIQUE","CHIWILICA",35.003691,-12.763369,50,0
7061,"MOZAMBIQUE","CHAPATA",34.775544,-17.273752,50,0
13989,"MOZAMBIQUE","Mussa",35.466667,-13.283333,37,1
13990,"MOZAMBIQUE","Nduca",35.269833,-13.054333,30,1
13991,"MOZAMBIQUE","Chitula",35.151333,-12.973333,29,3
13992,"MOZAMBIQUE","Chiulica",35.024,-12.792667,37,6
13993,"MOZAMBIQUE","Messumba",34.787967,-12.618833,30,0
13994,"MOZAMBIQUE","Meponda",34.866667,-13.4,37,0
13995,"MOZAMBIQUE","Mpamila",35.183333,-13.466667,35,0
13996,"MOZAMBIQUE","Chelipone",36.316667,-13.483333,34,0
13997,"MOZAMBIQUE","Muaquia",36.766667,-13.333333,35,0
13998,"MOZAMBIQUE","Tumpué",37.383333,-13.283333,38,0
13999,"MOZAMBIQUE","Naquiria",37.6,-13.25,23,1
14000,"MOZAMBIQUE","Nungo",37.733333,-13.383333,30,0
14001,"MOZAMBIQUE","Maua",37.15,-13.866667,32,0
14002,"MOZAMBIQUE","Metarica-Lúrio",37.8,-14.233333,34,0
14003,"MOZAMBIQUE","Cariria",37.733333,-14,24,0
14004,"MOZAMBIQUE","Muhoco",36.966667,-14.15,51,1
14005,"MOZAMBIQUE","B. Malavi",36.8,-14.333333,36,0
14006,"MOZAMBIQUE","Nacúmua",37.116667,-14.516667,31,0
14007,"MOZAMBIQUE","Djeque",37.066667,-14.516667,30,0
14008,"MOZAMBIQUE","Rutui",36.433333,-14.75,22,1
14009,"MOZAMBIQUE","Sale",36.35,-15.283333,36,0
14010,"MOZAMBIQUE","Namicopo",35.866667,-15.183333,54,0
14011,"MOZAMBIQUE","Mitande",35.916667,-14.2,31,1
14012,"MOZAMBIQUE","Mississi",36.316667,-14.316667,34,0
14013,"MOZAMBIQUE","Etatara",36.6,-15.133333,31,0
14014,"MOZAMBIQUE","Namoto",40.3788,-10.5689,31,2
14015,"MOZAMBIQUE","Ngalanga",40.3901,-10.8495,34,0
14016,"MOZAMBIQUE","Maputo",40.4019,-11.1417,50,0
14017,"MOZAMBIQUE","Mumu",40.098267,-11.4728,36,0
14018,"MOZAMBIQUE","Naida",39.87765,-11.5439,50,0
14019,"MOZAMBIQUE","Eduardo Mondlane",39.7123,-11.21135,36,0
14020,"MOZAMBIQUE","Micungo",39.256267,-11.255517,31,0
14021,"MOZAMBIQUE","Quelimane",39.352133,-11.546983,50,1
14022,"MOZAMBIQUE","Ngalonga",39.845867,-11.401633,50,2
14023,"MOZAMBIQUE","Chapa",39.41375,-11.74765,33,0
14024,"MOZAMBIQUE","Litembo",39.6777,-11.735217,50,3
14025,"MOZAMBIQUE","Namaday",40.371183,-12.52,50,1
14026,"MOZAMBIQUE","Mianguelewa",40.163267,-11.834183,50,3
14027,"MOZAMBIQUE","Ntessa",40.174033,-12.50315,39,0
14028,"MOZAMBIQUE","Pedreira",40.030683,-12.556333,30,0
14029,"MOZAMBIQUE","Maraupa",39.64405,-13.392767,25,1
14030,"MOZAMBIQUE","Megaruma",39.866617,-13.193517,30,1
14031,"MOZAMBIQUE","Mahuruse",38.883567,-13.431417,31,0
14032,"MOZAMBIQUE","Nacilapa",38.63755,-13.603933,31,1
14033,"MOZAMBIQUE","Mpuho",38.82445,-13.539567,31,1
14034,"MOZAMBIQUE","Chimuile",38.749733,-13.32708,50,1
14035,"MOZAMBIQUE","Jamira",38.749733,-13.539733,34,0
14036,"MOZAMBIQUE","Namara",38.436117,-13.387367,30,0
14037,"MOZAMBIQUE","Muapé",38.7566,-13.318783,29,0
14038,"MOZAMBIQUE","Unidade",39.065867,-13.284783,36,0
14039,"MOZAMBIQUE","Nicocue",39.00815,-12.74985,30,0
14040,"MOZAMBIQUE","Nanune",39.25995,-13.042717,33,1
14041,"MOZAMBIQUE","Napuda",40.40235,-12.750867,36,0
14042,"MOZAMBIQUE","Chidzolomondo",33.395,-15.029,47,0
14043,"MOZAMBIQUE","Chifunde-Sede",32.836,-14.88,37,0
14044,"MOZAMBIQUE","Bene",32.923,-15.09,46,0
14045,"MOZAMBIQUE","Fíngue-Sede",31.923,-15.161,50,0
14046,"MOZAMBIQUE","Chiputo",32.283,-14.982,34,1
14047,"MOZAMBIQUE","Cantina de oliveira",32.218,-15.123,50,0
14048,"MOZAMBIQUE","Charre",35.14,-17.348,40,0
14049,"MOZAMBIQUE","Vila Nova da Fronteira",35.193,-17.136,37,1
14050,"MOZAMBIQUE","Chissano",34.687,-16.648,50,0
14051,"MOZAMBIQUE","Maloeira",32.808,-15.657,49,3
14052,"MOZAMBIQUE","Chitima",32.753,-15.734,38,0
14053,"MOZAMBIQUE","Chioco",32.826,-16.417,37,1
14054,"MOZAMBIQUE","Birira-I",33.182,-16.448,50,3
14055,"MOZAMBIQUE","Mazoe",33.388,-16.538,50,0
14056,"MOZAMBIQUE","Nkondedzi",34.313,-15.528,37,1
14057,"MOZAMBIQUE","Tsangano-Sede",34.561,-15.161,50,0
14058,"MOZAMBIQUE","Mitengombalami",34.526,-14.851,35,1
14059,"MOZAMBIQUE","Chipanga",33.769,-16.142,36,1
14060,"MOZAMBIQUE","Vila Ulongue",34.3597,-14.716,50,1
14061,"MOZAMBIQUE","Guideon",34.0868,-14.532,39,1
14062,"MOZAMBIQUE","Malíge",33.860283,-14.613,41,1
14063,"MOZAMBIQUE","Maleme",33.61745,-14.903,41,1
14064,"MOZAMBIQUE","Muerrungo",36.077,-17.106,42,0
14065,"MOZAMBIQUE","João Tarra",35.533,-17.365,34,0
14066,"MOZAMBIQUE","Molene",35.813,-17.329,37,1
14067,"MOZAMBIQUE","Nambuí",36.129,-17.387,36,2
14068,"MOZAMBIQUE","Angorrete",36.211,-17.11,34,0
14069,"MOZAMBIQUE","Virantonge",35.927,-17.592,34,0
14070,"MOZAMBIQUE","Mboi",37.065,-17.513,46,1
14071,"MOZAMBIQUE","Momede",36.411,-17.583,34,0
14072,"MOZAMBIQUE","Cerâmica",36.894,-17.716,51,0
14073,"MOZAMBIQUE","Mambucha",35.816667,-15.883333,30,0
14074,"MOZAMBIQUE","Chitambo",35.866667,-15.983333,40,0
14075,"MOZAMBIQUE","Tacata",35.95,-16.516667,51,1
14076,"MOZAMBIQUE","Maranda",35.866667,-16.35,30,0
14077,"MOZAMBIQUE","Vulalo",35.616667,-16.216667,30,1
14078,"MOZAMBIQUE","Matage",35.8,-16.033333,22,0
14079,"MOZAMBIQUE","Limbué",36.366667,-16.35,53,1
14080,"MOZAMBIQUE","3 de Fevereiro",33.176783,-16.038717,50,0
14081,"MOZAMBIQUE","Muaziua",37.458817,-15.945167,35,0
14082,"MOZAMBIQUE","Nimala",37.583683,-15.547917,23,0
14083,"MOZAMBIQUE","Lice",37.834917,-15.922067,32,0
14084,"MOZAMBIQUE","Metange",37.400267,-17.26165,37,0
14085,"MOZAMBIQUE","Cariwa",37.200533,-17.244283,39,2
