"X","country","village","long","lat","n","y"
2630,"CAMEROUN","LEMBE",12.3,4.233333,33,1
2631,"CAMEROUN","LENA",12.338889,5.794444,36,7
2632,"CAMEROUN","LINTE",11.688889,5.383333,33,11
2633,"CAMEROUN","LOKOTI",14.325,6.375,43,10
2634,"CAMEROUN","LOUGERE B",12.386111,7.5,39,16
2635,"CAMEROUN","LOWOL",12.566667,8.516667,30,4
2636,"CAMEROUN","MA'AMEZAM",11.186111,2.780556,29,0
2637,"CAMEROUN","MABONJI",9.1975,4.562778,52,22
2638,"CAMEROUN","MAGBA",11.236111,5.975,30,14
2639,"CAMEROUN","MAKAK NDO",10.630278,3.875,21,6
2640,"CAMEROUN","MAKOWCHIC",10.909722,5.005556,30,29
2641,"CAMEROUN","MALANDEN",10.833333,5.429167,30,18
2642,"CAMEROUN","MALKOGA",12.35,8.383333,30,8
2643,"CAMEROUN","MALOA",10.834722,5.244444,30,24
2644,"CAMEROUN","MAMBELE",15.4,2.413889,18,0
2645,"CAMEROUN","MAMBICHAN",11.231944,5.843056,30,19
2646,"CAMEROUN","MANDJOUK",12.95,4.966667,51,33
2647,"CAMEROUN","MANENGOLE",9.859722,4.875,37,22
2648,"CAMEROUN","MANENGOTE",9.805278,4.816667,36,20
2649,"CAMEROUN","MANGAY",12.158333,5.196944,40,4
2650,"CAMEROUN","MANKAKOUM",11.040278,5.331944,30,30
2651,"CAMEROUN","MANKI I",11.018056,5.823611,30,19
2652,"CAMEROUN","MANKI II",11.1,5.85,30,27
2653,"CAMEROUN","MANKIM",12.008333,5.019444,30,4
2654,"CAMEROUN","MANSEN",10.879167,5.077778,30,17
2655,"CAMEROUN","MANTOUM",11.148611,5.643056,40,35
2656,"CAMEROUN","MAPOU",11.259722,5.755556,30,25
2657,"CAMEROUN","MASSAGAM",11,5.423611,50,33
2658,"CAMEROUN","MASSOK",10.469444,4.130556,39,26
2659,"CAMEROUN","MATACHOUM",11.186111,5.751389,43,25
2660,"CAMEROUN","MATOUPOU",11.136111,5.715278,30,17
2661,"CAMEROUN","MATSARI",12.238889,5.358333,34,4
2662,"CAMEROUN","MAWA",11.198611,5.825,30,14
2663,"CAMEROUN","MAYO BELI",14.05,6.983333,16,0
2664,"CAMEROUN","MAYO DARL",11.55,6.5,19,0
2665,"CAMEROUN","MAYO KAOU",12.208333,7.691667,23,14
2666,"CAMEROUN","MAYO-DING",11.583333,6.395833,30,13
2667,"CAMEROUN","MBAKAOU",12.808333,6.3,52,27
2668,"CAMEROUN","MBALANG (",13.566667,7.3,30,2
2669,"CAMEROUN","MBAMETET",11.772222,3.427778,14,0
2670,"CAMEROUN","MBAMTI DJ",11.966667,6.983333,22,0
2671,"CAMEROUN","MBARGUE",13.083333,4.916667,27,14
2672,"CAMEROUN","MBEGA",11.65,3.533333,41,1
2673,"CAMEROUN","MBELLE AS",12.991667,6.608333,35,3
2674,"CAMEROUN","MBEREM (N",13.916667,7.55,30,24
2675,"CAMEROUN","MBETH II",13.466667,4.555556,33,1
2676,"CAMEROUN","MBETHEN",13.527778,4.777778,37,7
2677,"CAMEROUN","MBOKA",9.425,5.297778,28,19
2678,"CAMEROUN","MBONJO I",9.552222,4.2225,47,8
2679,"CAMEROUN","MEFO",10.816667,2.805556,31,1
2680,"CAMEROUN","MEFOUP",11.061111,2.708333,26,6
2681,"CAMEROUN","MEGANG",12.383333,5.483333,36,15
2682,"CAMEROUN","MEIDOUGOU",14.216667,6.416667,43,10
2683,"CAMEROUN","MEKA'A MI",10.95,2.225,36,15
2684,"CAMEROUN","MEKO'OSSI",11.116667,2.216667,28,1
2685,"CAMEROUN","MEKOMBA",11.872222,4.319444,33,27
2686,"CAMEROUN","MEKOMO",11.338889,2.633333,43,0
2687,"CAMEROUN","MEKONE I",12.883333,4.866667,50,10
2688,"CAMEROUN","MENDJOUI",12.166667,4.538889,30,16
2689,"CAMEROUN","MENGA'A",12.711111,4.427778,51,8
2690,"CAMEROUN","MENGANG",12.066667,3.883333,31,0
2691,"CAMEROUN","MENJI",9.886944,5.458333,50,12
2692,"CAMEROUN","MESSAMBE/",11.616667,2.816667,24,0
2693,"CAMEROUN","METSHING",11.972222,4.841667,22,3
2694,"CAMEROUN","MEYAK",12.95,4.808333,53,11
2695,"CAMEROUN","MIANG",9.710556,4.295833,32,6
2696,"CAMEROUN","MINDOUROU",14.572222,4.111111,22,2
2697,"CAMEROUN","MINKA",10.977778,3.544444,33,5
2698,"CAMEROUN","MOKONO",9.163333,4.6275,54,38
2699,"CAMEROUN","MOTCHEBOM",13.222222,4.102778,22,0
2700,"CAMEROUN","MUNDEK",9.541944,4.546667,30,18
2701,"CAMEROUN","MUNGO-NDO",9.517222,5.221944,32,19
2702,"CAMEROUN","MVOUA",11.431389,4.056667,44,4
2703,"CAMEROUN","NAARI",13.558333,10.044444,30,10
2704,"CAMEROUN","NASSARAO",14.8,8.766667,35,19
2705,"CAMEROUN","NDIGOU",14.333333,7.116667,30,0
2706,"CAMEROUN","NDITAM",11.497222,5.788889,57,42
2707,"CAMEROUN","NDOKBAN",10.292222,4.760833,16,12
2708,"CAMEROUN","NDOKBANGU",10.151667,4.375556,29,25
2709,"CAMEROUN","NDOKBAO",10.028889,4.464167,21,19
2710,"CAMEROUN","NDOKBOU",10.605556,4.658333,39,29
2711,"CAMEROUN","NDOKOHOK",10.825,4.863889,44,27
2712,"CAMEROUN","NDOKOWANE",10.822222,4.866667,30,14
2713,"CAMEROUN","NDOKPO",9.935,4.55,35,31
2714,"CAMEROUN","NDOUMBA K",13.255556,4.894444,51,22
2715,"CAMEROUN","NDUNGATED",9.918889,5.52,51,35
2716,"CAMEROUN","NFEITOK-N",9.494722,5.716667,59,44
2717,"CAMEROUN","NGAM",14.566667,6.7375,30,5
2718,"CAMEROUN","NGAMBE-TI",11.547222,5.947222,30,25
2719,"CAMEROUN","NGANHA",13.933333,7.433333,30,21
2720,"CAMEROUN","NGANJO",9.123611,4.572778,50,32
2721,"CAMEROUN","NGON",11.611111,2.675,50,0
2722,"CAMEROUN","NGOUETOU",12.405556,5.761111,44,9
2723,"CAMEROUN","NGOUME",11.405556,5.497222,22,6
2724,"CAMEROUN","NGOURA",14.575,4.388889,14,0
2725,"CAMEROUN","NGUEN",13.033333,4.616667,50,3
2726,"CAMEROUN","NGUIBASSA",10.8,3.575,25,4
2727,"CAMEROUN","NGWA",9.923611,4.916667,33,20
2728,"CAMEROUN","NJENAWUNG",9.9825,5.603056,52,25
2729,"CAMEROUN","NJINDOUM",10.634722,5.606944,30,21
2730,"CAMEROUN","NJORE",11.816667,4.394444,45,33
2731,"CAMEROUN","NKILZOK I",11.663889,3.675,30,0
2732,"CAMEROUN","NKOLANGOU",11.369444,4.091667,30,6
2733,"CAMEROUN","NKOLBEWA",11.2,3.283333,39,0
2734,"CAMEROUN","NKOLESSON",12.094444,4.083333,31,1
2735,"CAMEROUN","NKOLFOULO",11.583333,3.918056,43,17
2736,"CAMEROUN","NKOLGUEM",11.522222,4.105556,34,9
2737,"CAMEROUN","NKOLMENDO",11.516667,4.033333,30,5
2738,"CAMEROUN","NKOLNYAMA",11.572222,3.361111,30,1
2739,"CAMEROUN","NKOLVE",11.513889,4.3,30,23
2740,"CAMEROUN","NKONGMALA",9.990833,4.533333,20,18
2741,"CAMEROUN","NKOUFEN",10.916667,5.65,50,45
2742,"CAMEROUN","NLOHE",9.75,4.762222,33,22
2743,"CAMEROUN","NSANAGARA",8.905,5.864444,39,18
2744,"CAMEROUN","NUMBA",9.716667,5.8425,22,12
2745,"CAMEROUN","NYASSAR",14.033333,7.533333,30,22
2746,"CAMEROUN","NYASSOSSO",9.683333,4.823889,32,12
2747,"CAMEROUN","NYOKON",10.752778,4.928056,34,20
2748,"CAMEROUN","OBANG",10.059722,6.225,73,30
2749,"CAMEROUN","OKONG",10.941667,2.530556,31,1
2750,"CAMEROUN","OKOYONG",9.3525,5.72,21,12
2751,"CAMEROUN","OUASSA BA",12.5,4.9,46,26
2752,"CAMEROUN","PARO PONT",12.733333,7.133333,19,1
2753,"CAMEROUN","PENDA MBO",9.4425,4.266667,31,13
2754,"CAMEROUN","PIMBE",10.558333,4.143889,16,7
2755,"CAMEROUN","POUT KELL",10.805556,3.983333,22,10
2756,"CAMEROUN","RIBAO",11.454167,6.5125,21,1
2757,"CAMEROUN","SABES",9.869722,5.65,54,46
2758,"CAMEROUN","SAMBOLAMB",11.983333,7.075,27,0
2759,"CAMEROUN","SANKIE",10.8,5.058333,30,30
2760,"CAMEROUN","SOBOLO",14.786111,4.191667,36,0
2761,"CAMEROUN","SOLLE",9.804722,4.601667,51,34
2762,"CAMEROUN","SONG MBON",10.5,3.45,29,0
2763,"CAMEROUN","SUPE",9.422222,5.016667,50,31
2764,"CAMEROUN","TAKWAI -",9.807222,5.525556,67,32
2765,"CAMEROUN","TALANGAYE",9.311389,5.629167,50,27
2766,"CAMEROUN","TALI-CHAN",9.6525,5.58,40,34
2767,"CAMEROUN","TANGUI",9.608333,4.541667,23,3
2768,"CAMEROUN","TAPARE",14.188889,8.513889,30,8
2769,"CAMEROUN","TAPARE",14.283333,4.75,32,5
2770,"CAMEROUN","TATOU",13.983333,8.7,34,20
2771,"CAMEROUN","TENJOUNOU",10.541667,5.383333,30,30
2772,"CAMEROUN","TOMBEL CD",9.661667,4.738333,30,13
2773,"CAMEROUN","TONGA",10.7,4.966667,30,26
2774,"CAMEROUN","VERKOVI",10.549167,6.154167,40,3
2775,"CAMEROUN","WADINGA",12.558333,8.65,30,15
2776,"CAMEROUN","WAKWA",13.561111,7.227778,30,15
2777,"CAMEROUN","WAPEOU",12.466667,8.538889,30,6
2778,"CAMEROUN","WOGOMDOU",12.005556,7.158333,34,0
2779,"CAMEROUN","YABEA",9.722222,4.203611,29,3
2780,"CAMEROUN","YAMBA",15.2,7.108333,30,17
2781,"CAMEROUN","YARBANG",14.966667,7.016667,30,15
2782,"CAMEROUN","YASSEM",11.333333,5.333333,27,14
2783,"CAMEROUN","YIMBERE",11.6,6.4625,30,10
2784,"CAMEROUN","ZOULABOT",13.975,2.715278,22,16
2785,"CAMEROUN","ZOULAMI/T",14.3875,6.216667,30,21
2786,"CAMEROUN","NKOLOSSAN",11.366667,4.3,40,6
2787,"CAMEROUN","NKOLEBASS",11.436111,4.472778,40,18.8
2788,"CAMEROUN","NEGA",11.294444,4.316667,40,19.6
2789,"CAMEROUN","DJOUNIAT",11.285833,4.360556,40,20
2790,"CAMEROUN","MBENEGA",11.358056,4.463056,40,28
2791,"CAMEROUN","EYENE",11.39,4.433889,40,28.8
2792,"CAMEROUN","NKONGMESS",11.239722,4.254444,40,30
2793,"CAMEROUN","BOYABISSO",11.303333,4.616667,79,33
2794,"CAMEROUN","GUIENTSIN",11.260833,4.635556,91,41
2795,"CAMEROUN","EGONA II",11.324444,4.829444,67,34
2796,"CAMEROUN","NYAMANGA",11.327222,4.558611,59,43
2797,"CAMEROUN","NYAMONGO",11.313889,4.795278,81,66
2798,"CAMEROUN","BIALANGUE",11.35,4.644444,82,70
2799,"CAMEROUN","BIATSOTA",11.639444,4.408611,93,61
2800,"CAMEROUN","BELABO VI",13.266667,4.916667,40,20.8
2801,"CAMEROUN","YEBI BIOM",13.311111,4.958333,40,31.2
2802,"CAMEROUN","YANDA I",13.433333,4.55,40,8.4
2803,"CAMEROUN","ADIAH",13.361111,4.994444,40,4
2804,"CAMEROUN","SASSE",9.228611,4.111944,50,30
2805,"CAMEROUN","BOANDA",9.310833,4.116111,50,38
2806,"CAMEROUN","EKONJE",9.162778,4.060833,50,37
2807,"CAMEROUN","OWE",9.383333,4.289444,50,17
2808,"CAMEROUN","IKATA",9.360556,4.333333,50,30
2809,"CAMEROUN","BAFIA",9.316667,4.360833,50,26
2810,"CAMEROUN","TAPI",15.216667,7.95,83,41
2811,"CAMEROUN","LAOUNJOUN",15.416667,7.8,67,41
2812,"CAMEROUN","MBALAINDE",15.466667,7.788889,76,67
2813,"CAMEROUN","MBAKANA",15.166667,8.066667,69,45
2814,"CAMEROUN","MBIDERE",15.366667,7.683333,71,63
2815,"CAMEROUN","BOGDORO",15.366667,7.616667,54,44
2816,"CAMEROUN","HANKAO",14.661111,7.183333,45,31
2817,"CAMEROUN","KOUMAN",15.133333,7.75,85,69
2818,"CAMEROUN","MBODO",15.366667,7.583333,78,65
2819,"CAMEROUN","MBIKOUNI",15.388889,7.488889,66,54
2820,"CAMEROUN","LANDOU",14.35,8.533333,40,9.2
2821,"CAMEROUN","MBILA",14.294444,8.644444,40,10
2822,"CAMEROUN","KONGRONG",14.15,8.758333,40,5.2
2823,"CAMEROUN","GODI",14.2,8.794444,40,8
2824,"CAMEROUN","BATAO",14.15,9.944444,40,1.2
2825,"CAMEROUN","MAYO DJOI",14.441667,9.047222,40,4
2826,"CAMEROUN","BODAL",13.997222,8.783333,40,1.2
2827,"CAMEROUN","MOMBORE",14.358333,9.225,40,6.4
2828,"CAMEROUN","BOELI",14.091667,9.3,40,1.2
2829,"CAMEROUN","MBELLA",13.866667,9.333333,40,4
2830,"CAMEROUN","POMLA",13.344444,9.4,40,1.2
2831,"CAMEROUN","NDONGA",13.783333,9.316667,40,1.2
2832,"CAMEROUN","BAILA",14.916667,8.672222,30,4
2833,"CAMEROUN","BISSA",14.977778,8.666667,30,12
2834,"CAMEROUN","BONGO",15.022222,8.527778,30,5
2835,"CAMEROUN","DJIBAO",14.816667,8.683333,30,14
2836,"CAMEROUN","GOR",14.994444,8.65,30,7
2837,"CAMEROUN","MAIROM",15.05,8.666667,30,2
2838,"CAMEROUN","MBIEM",14.716667,8.7,30,8
2839,"CAMEROUN","WAHOULA",15.083333,8.55,30,5
2840,"CAMEROUN","YAGOYE",15.066667,8.666667,30,3
2841,"CAMEROUN","MBILARE",14.183333,8.416667,25,8
2842,"CAMEROUN","MARADI",14.155556,8.511111,30,3
2843,"CAMEROUN","LARKI",14.022222,8.522222,15,5
2844,"CAMEROUN","MBOUKMA",14.977778,8.522222,23,4
2845,"CAMEROUN","DEMSA",13.227778,9.544444,30,12
2846,"CAMEROUN","LEUNDA",13.583333,8,26,12
2847,"CAMEROUN","NOTTO",13.611111,8.044444,30,18
2848,"CAMEROUN","SAKDJE",13.661111,8.261111,30,10
2849,"CAMEROUN","DOGBA",13.677778,8.327778,30,11
2850,"CAMEROUN","DINGTIRE",12.761111,8.580556,30,12
2851,"CAMEROUN","GUEDE",12.808333,8.691667,30,13
2852,"CAMEROUN","KARINE",12.861111,8.95,30,7
2853,"CAMEROUN","KOMBORO",12.816667,8.716667,30,8
2854,"CAMEROUN","KOUBI",12.483333,8.625,30,0
2855,"CAMEROUN","NAKALBA",12.6,8.533333,30,2
2856,"CAMEROUN","OURO DOLE",12.883333,9.066667,30,2
2857,"CAMEROUN","POMLA",12.872222,8.766667,30,4
2858,"CAMEROUN","TOUMBINDE",12.911111,9.011111,30,3
2859,"CAMEROUN","LELE",13.653333,2.328333,37,14
2860,"CAMEROUN","AKON TANG",12.837778,2.876389,32,16
2861,"CAMEROUN","DOUM",12.849167,2.661944,33,14
2862,"CAMEROUN","NKAN",12.925278,2.683889,33,14
2863,"CAMEROUN","AVEUBE",13.037778,2.747222,38,15
2864,"CAMEROUN","MBOUMA",13.319444,2.993611,37,23
2865,"CAMEROUN","MELEN",13.204167,2.903056,36,22
2866,"CAMEROUN","BINDOM",13.384722,2.941667,49,29
2867,"CAMEROUN","MEKOTTO",13.129167,2.790278,47,28
2868,"CAMEROUN","ZOEBEFAM",13.590278,2.991389,38,13
2869,"CAMEROUN","MEBAN I",12.787222,2.584444,33,7
2870,"CAMEROUN","NGBWASSA",12.598056,2.553333,31,5
2871,"CAMEROUN","NKOLENYEN",12.776667,2.6,39,17
2872,"CAMEROUN","NKONO",12.466111,2.485556,32,9
2873,"CAMEROUN","ABECK",12.334722,2.636944,30,12
2874,"CAMEROUN","ABOULOU",12.139167,2.293333,35,7
2875,"CAMEROUN","MEBASSA",12.430556,2.669444,30,2
2876,"CAMEROUN","DJOUZE",12.8925,2.886944,34,22
2877,"CAMEROUN","MVENG",12.665833,2.973889,32,13
2878,"CAMEROUN","NKOLAFEND",12.670278,2.830278,60,25
2879,"CAMEROUN","Boadibo *",9.8325,4.208333,28,3
2880,"CAMEROUN","Banen",9.683889,4.12,15,0
2881,"CAMEROUN","Bojongo",9.683889,4.12,31,1
2882,"CAMEROUN","BonendalÞ",9.775833,4.145556,38,0
2883,"CAMEROUN","Bonamatou",9.703056,4.261944,30,0
2884,"CAMEROUN","BepÚlÚ",9.798611,4.226111,18,0
2885,"CAMEROUN","Lendi",9.910278,4.292222,27,3
2886,"CAMEROUN","MbanguÞ",9.995278,4.2475,30,2
2887,"CAMEROUN","Mandjab",9.995556,4.251389,35,4
2888,"CAMEROUN","Massoumbou Carrefour",10.0075,4.199167,31,1
2889,"CAMEROUN","Massoumbou Chantier",9.994444,4.309167,31,12
2890,"CAMEROUN","Logbessou",9.997222,4.227222,22,0
2891,"CAMEROUN","Bessounka",9.914444,4.468056,33,6
2892,"CAMEROUN","Mangamba",9.922222,4.490556,38,7
2893,"CAMEROUN","Kounang",9.798889,4.437778,38,7
2894,"CAMEROUN","Ndoulou",9.793056,4.304722,24,1
2895,"CAMEROUN","Grand Sou",9.7375,4.4775,41,1
2896,"CAMEROUN","Nkonpina",9.82,4.604722,50,4
2897,"CAMEROUN","Yato",9.6775,4.39,35,0
2898,"CAMEROUN","Mbonjo",9.634167,4.415556,22,1
2899,"CAMEROUN","Bekoko",9.779444,4.35,30,1
2900,"CAMEROUN","Bonamatek",9.940833,4.372222,32,3
2901,"CAMEROUN","Yassem",9.728333,4.261111,33,4
2902,"CAMEROUN","Mekam",12.111111,3.035556,30,10
2903,"CAMEROUN","Momebili",12.010278,3.093611,30,12
2904,"CAMEROUN","Bikobo-",11.840556,3.229167,47,13
2905,"CAMEROUN","Evelessi",11.860278,3.003889,52,16
2906,"CAMEROUN","Akomessin",11.7625,2.941944,47,10
2907,"CAMEROUN","Meyos",11.779167,3.010278,55,17
2908,"CAMEROUN","Avebe ess",11.993056,3.153611,51,17
2909,"CAMEROUN","Moneko",11.739167,3.1,41,11
2910,"CAMEROUN","Eminevom",11.958056,3.179167,55,22
2911,"CAMEROUN","Minpkwami",12.057778,3.144167,63,15
2912,"CAMEROUN","Azem",12.263333,2.9075,51,13
2913,"CAMEROUN","Meyos",12.188056,3.015278,48,21
2914,"CAMEROUN","ElomYemfe",12.181944,2.709722,49,14
2915,"CAMEROUN","Mbilemvom",12.415,2.574722,38,9
2916,"CAMEROUN","Nyazanga",12.303611,3.06,30,8
2917,"CAMEROUN","Minkang I",12.112778,2.983333,50,13
2918,"CAMEROUN","Olounou",12.263611,2.907778,56,18
2919,"CAMEROUN","Nkolndong",12.135556,2.959167,50,11
2920,"CAMEROUN","Alouma",11.868056,2.979444,45,14
2921,"CAMEROUN","Mengue",12.129722,3.023889,39,9
2922,"CAMEROUN","Meyomadjo",12.761667,2.853889,48,9
2923,"CAMEROUN","Assok Yev",12.056944,3.023889,49,13
2924,"CAMEROUN","Ngam yeve",12.113333,2.8475,34,10
2925,"CAMEROUN","Akom Ndon",12.627778,2.996944,48,18
2926,"CAMEROUN","Messok",12.458611,3.045278,48,18
2927,"CAMEROUN","Meyomessi",12.318611,2.901667,56,18
2928,"CAMEROUN","Efoulan",12.114444,3.347778,30,9
2929,"CAMEROUN","Nkout",11.892778,3.27,30,9
2930,"CAMEROUN","Nsimalen",12.073333,3.275833,30,8
2931,"CAMEROUN","Kombe",12.176111,3.075556,30,8
2932,"CAMEROUN","Zouameyon",12.088889,3.271667,30,8
2933,"CAMEROUN","Bizang",12.138889,3.415278,30,9
2934,"CAMEROUN","Alouma",12.196944,3.269444,53,21
2935,"CAMEROUN","Essamesse",12.245556,3.020556,50,10
2936,"CAMEROUN","Keka",12.380278,3.105833,50,10
2937,"CAMEROUN","Koumesse",12.261944,3.191667,44,14
2938,"CAMEROUN","Mezesse",12.403333,3.193056,46,10
2939,"CAMEROUN","Adjap",12.174167,3.429444,37,5
2940,"CAMEROUN","Biyan",12.174167,3.429722,50,19
2941,"CAMEROUN","Minkoumou",11.979722,3.479722,33,11
2942,"CAMEROUN","Biboulema",12.156944,3.345833,31,8
2943,"CAMEROUN","Nkoumadja",12.174444,3.429722,37,7
2944,"CAMEROUN","Bindoumba",11.718611,3.360278,41,3
2945,"CAMEROUN","Woabete",11.889722,3.346389,41,4
2946,"CAMEROUN","Nkolassok",12.015278,3.276389,45,7
2947,"CAMEROUN","Enyeng",11.890278,3.493889,33,0
2948,"CAMEROUN","Fibot",12.072222,3.589444,34,3
2949,"CAMEROUN","Ndagueng",12.015556,3.496667,36,5
2950,"CAMEROUN","Komebong",12.164444,3.660556,34,7
2951,"CAMEROUN","Ngolbang",11.924167,3.3675,30,0
2952,"CAMEROUN","Efot",11.918611,3.333889,30,3
2953,"CAMEROUN","Medjap",12.015278,3.609722,45,24
2954,"CAMEROUN","Ngalzok",11.653889,3.463056,34,11
2955,"CAMEROUN","Bilone",11.989444,3.434167,30,7
2956,"CAMEROUN","Mebang",11.966,3.34143,49,7
2957,"CAMEROUN","Mbedoumou",12.178056,3.589722,36,11
2958,"CAMEROUN","Nkilzok",11.95777,3.34537,31,10
2959,"CAMEROUN","Nkilzok",12.211111,3.470556,39,9
2960,"CAMEROUN","Ndele",12.074722,3.489722,50,17
2961,"CAMEROUN","Ngougoumo",12.126667,3.436111,33,1
2962,"CAMEROUN","Nkolmekom",11.974167,3.400556,43,6
2963,"CAMEROUN","Mekak",12.246944,3.329167,43,10
2964,"CAMEROUN","Nkoumadja",12.320556,3.486944,30,10
2965,"CAMEROUN","Nkolbang",13.01,3.433611,50,13
2966,"CAMEROUN","Messok",11.889722,3.29,37,3
2967,"CAMEROUN","Enamgal",12.056111,3.465,44,11
14211,"CAMEROUN","Douffing",14.15,8.366667,50,30
14212,"CAMEROUN","Laboun",14.26978,8.35857,50,22
14213,"CAMEROUN","Tcholliré chefferie",14.166667,8.4,50,24
14214,"CAMEROUN","Nounoudje",14,8,50,37
14215,"CAMEROUN","Larki",14.02476,8.51904,50,32
14216,"CAMEROUN","Mayo Galke",14.233333,8.383333,50,30
14217,"CAMEROUN","Gandi",14.216667,8.383333,50,35
14218,"CAMEROUN","Mbem",14.63544,7.70991,50,13
14219,"CAMEROUN","Rey Manga",14,9,50,25
14220,"CAMEROUN","Home",14.35,8.083333,50,11
14221,"CAMEROUN","Kombo",14.6581,7.6828,50,19
14222,"CAMEROUN","Mbailara",15.2711,7.77248,50,46
14223,"CAMEROUN","Mbeing",14.89005,7.87413,50,38
14224,"CAMEROUN","Ngoumi I",15.20022,7.78178,50,42
14225,"CAMEROUN","Sora Mboum",15.033333,7.8,50,40
14226,"CAMEROUN","Laoninga",14.916667,7.85,50,37
14227,"CAMEROUN","Ribao",15.04439,7.79442,50,42
14228,"CAMEROUN","Koumane",15.13259,7.75487,50,45
14280,"CAMEROUN","MEBEMENKO",12.16648,2.55098,30,8
14281,"CAMEROUN","OYEM",12.07313,2.60204,41,2
14282,"CAMEROUN","MINKUMU",11.96167,2.39835,50,0
14283,"CAMEROUN","EKOUWONG",11.90509,2.51451,50,1
14284,"CAMEROUN","NGON",11.66324,2.68045,43,2
14285,"CAMEROUN","OFO",11.76737,2.72091,30,0
14286,"CAMEROUN","MVILA-NYEMISSEM",11.07545,2.87276,9,0
14287,"CAMEROUN","MALENGUE",10.82658,3.17987,33,6
14288,"CAMEROUN","NYAZOO/MIMBOMINGAL",10.89073,3.0626,36,1
14289,"CAMEROUN","NGWOAZIP",11.02782,3.0568,48,3
14290,"CAMEROUN","FOULASSI/ADJAP BIYEM",11.11949,3.00769,24,0
14291,"CAMEROUN","MVIENG",10.95216,2.84335,46,3
14292,"CAMEROUN","ALAM",10.96627,2.87861,35,0
14293,"CAMEROUN","MBONG",11.00021,2.9645,23,4
14294,"CAMEROUN","NGOAEKELLE",11.20995,3.0482,22,0
14295,"CAMEROUN","ADJAP",11.49809,2.54157,38,1
14296,"CAMEROUN","MINKOK",11.32095,2.61881,50,2
14297,"CAMEROUN","NSOLA",10.45888,3.28222,32,6
14298,"CAMEROUN","MOUGUE",10.61274,3.21601,46,5
14299,"CAMEROUN","BIKOKA",10.69105,3.26864,32,3
14300,"CAMEROUN","MELEN",10.87446,3.27547,34,4
14301,"CAMEROUN","NDTOUA",10.24715,3.0513,46,3
14302,"CAMEROUN","KWOUMBO",10.37562,3.07108,34,3
14303,"CAMEROUN","EBOJE",9.8249,2.56953,32,1
14304,"CAMEROUN","IPONO",9.85147,2.32893,39,4
14305,"CAMEROUN","NKOOLONG",10.03056,2.85285,38,3
14306,"CAMEROUN","BONGAHELE",9.88527,2.84443,21,0
14307,"CAMEROUN","DEHANE",10.08133,3.4914,41,4
14308,"CAMEROUN","MPALLA",9.95744,3.0125,46,1
14309,"CAMEROUN","DIKOBE",10.01128,3.31727,56,2
